system,id,type,answerable,question,refused,answer,sources,gold,gold_points,coding_correctness,coding_groundedness
prod-4o,S-REC-031,S-REC,True,What is the maximum period of physical remand the police can obtain?,False,"The maximum period of physical remand that the police can obtain is fifteen days. This is authorized under Section 167 of the Code of Criminal Procedure, as mentioned in the 2026 LHC 1989 case, where it states that the Magistrate is competent to authorize the detention of the accused person for a term not exceeding fifteen days. If further detention is considered unnecessary, the Magistrate may decline to grant the physical remand.
Sources:
- 2023 LHC 4873 — Mansha Ali Vs The State etc. (The Chief Justice) — https://sys.lhc.gov.pk/appjudgments/2023LHC4873.pdf (text retrieved 2026-08-10)
- 2023 LHC 6054 — Mansha Ali Vs The State etc. (Mr. Justice Ali Zia Bajwa) — https://sys.lhc.gov.pk/appjudgments/2023LHC6054.pdf (text retrieved 2026-08-10)
- 2024 LHC 187 — Muhammad Waqas Vs ASJ Lahore etc (The Chief Justice) — https://sys.lhc.gov.pk/appjudgments/2024LHC187.pdf (text retrieved 2026-08-10)
- 2026 LHC 1989 — The State etc Vs The Judical Magistrare Section-30 etc (Mr. Justice Farooq Haider) — https://sys.lhc.gov.pk/appjudgments/2026LHC1989.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.",2023 LHC 4873 — Mansha Ali Vs The State etc. (The Chief Just; 2023 LHC 6054 — Mansha Ali Vs The State etc. (Mr. Justice Al; 2024 LHC 187 — Muhammad Waqas Vs ASJ Lahore etc (The Chief J; 2026 LHC 1989 — The State etc Vs The Judical Magistrare Sect,"[{""doc_type"": ""statute"", ""title"": ""Code of Criminal Procedure 1898"", ""section"": ""167""}]",detention in police custody authorised by a magistrate must not exceed fifteen days in the whole,,
prod-4o,S-REC-032,S-REC,True,What is section 144 CrPC and when can it be imposed?,True,"I'm sorry, I don't have that information in our documents right now. Would you like me to connect you with a member of our team?","Code of Criminal Procedure (CrPC), 1898 (Under Review); 2025 LHC 7857 — Dr Faheem Ikram Butt Vs The State etc. (Mr. ; Federal Investigation Agency Act (FIA), 1974","[{""doc_type"": ""statute"", ""title"": ""Code of Criminal Procedure 1898"", ""section"": ""144""}]",urgent cases of nuisance or apprehended danger | temporary prohibitory orders directing abstention from certain acts,,
prod-4o,S-REC-033,S-REC,True,How many witnesses are required to attest an instrument for a financial transaction under the Qanun-e-Shahadat?,False,"Under the Qanun-e-Shahadat Order, 1984, for matters pertaining to financial or future obligations that are reduced to writing, the instrument must be attested by two men, or one man and two women. This requirement is specified in Article 17 of the Qanun-e-Shahadat Order, 1984.
Sources:
- Qanun-e-Shahadat Order, 1984 (QSO), p. 1 — https://pakistancode.gov.pk/pdffiles/administrator01031a2c8cddc523d08a0df0ec37d7d0.pdf (text retrieved 2026-08-06)
- Financial Institutions (Secured Transactions) Act, 2016, p. 1 — https://pakistancode.gov.pk/pdffiles/administrator27f4302cf2520b106248552251687fba.pdf (text retrieved 2026-08-07)
- 2026 LHC 4569 — HANIFAN BIBI ETC VS MUHAMMAD TAYYAB (Mr. Justice Rasaal Hasan Syed) — https://sys.lhc.gov.pk/appjudgments/2026LHC4569.pdf (text retrieved 2026-08-10)
- 2024 LHC 1462 — IMDAD ULLAH VS THE STATE ETC. (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2024LHC1462.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Qanun-e-Shahadat Order, 1984 (QSO); Financial Institutions (Secured Transactions) Act, 2016; 2026 LHC 4569 — HANIFAN BIBI ETC VS MUHAMMAD TAYYAB (Mr. Jus; 2024 LHC 1462 — IMDAD ULLAH VS THE STATE ETC. (Mr. Justice T","[{""doc_type"": ""statute"", ""title"": ""Qanun-e-Shahadat Order 1984"", ""section"": ""Article 17""}]","two men, or one man and two women, in matters pertaining to financial or future obligations",,
prod-4o,S-REC-034,S-REC,True,Is a confession made to a police officer admissible in evidence in Pakistan?,False,"In Pakistan, under the general provisions of the Qanun-e-Shahadat Order, 1984, a confession made to a police officer is not admissible in evidence against a person accused of an offence. This is to ensure the safe administration of criminal justice. However, under the Anti Terrorism Act, 1997, a confession made to a police officer not below the rank of a District Superintendent of Police may be admissible in evidence if the court deems it fit, provided it was made without compulsion and there is a reasonable probability that the accused committed the offence.
Sources:
- 2024 LHC 3779 — Salman Hamid Vs The State etc (Mr. Justice Muhammad Tariq Nadeem) — https://sys.lhc.gov.pk/appjudgments/2024LHC3779.pdf (text retrieved 2026-08-10)
- 2022 LHC 3803 — Asif Ali Oulakh etc. Vs PROVINCIAL POLICE OFFICER ETC.. . (Mr. Justice Abid Aziz Sheikh) — https://sys.lhc.gov.pk/appjudgments/2022LHC3803.pdf (text retrieved 2026-08-10)
- 2025 LHC 3102 — Irfan Ali Vs STATION HOUSE OFFICER POLICE ETC.. (Mr. Justice Muhammad Waheed Khan) — https://sys.lhc.gov.pk/appjudgments/2025LHC3102.pdf (text retrieved 2026-08-10)
- Anti Terrorism Act (ATA),1997, p. 48 — https://pakistancode.gov.pk/pdffiles/administrator0c000814bbb1b4188b0855eb6e5dd446.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","2024 LHC 3779 — Salman Hamid Vs The State etc (Mr. Justice M; 2022 LHC 3803 — Asif Ali Oulakh etc. Vs PROVINCIAL POLICE OF; 2025 LHC 3102 — Irfan Ali Vs STATION HOUSE OFFICER POLICE ET; Anti Terrorism Act (ATA),1997","[{""doc_type"": ""statute"", ""title"": ""Qanun-e-Shahadat Order 1984"", ""section"": ""Articles 38-39""}]",a confession made to a police officer shall not be proved against the accused | confession in police custody inadmissible unless made in the immediate presence of a magistrate,,
prod-4o,S-REC-035,S-REC,True,How does the Contract Act define a contract?,False,"Under the Contract Act, 1872, an agreement is considered a contract if it is expressed in writing and registered under the law for the time being in force for the registration of documents, and is made on account of natural love and affection between parties standing in a near relation to each other. Additionally, it can be a promise to compensate a person who has already voluntarily done something for the promisor, or a promise made in writing and signed by the person to be charged therewith to pay a debt that the creditor might have enforced payment for but for the law for the limitation of suits. These conditions make an agreement a contract under the Act.
Sources:
- 2026 LHC 3037 — Muhammad Imran Arif etc Vs Ch. Muhammad Ashraf (deceased) Through LRs etc (Mr. Justice Muhammad Sajid Mehmood Sethi) — https://sys.lhc.gov.pk/appjudgments/2026LHC3037.pdf (text retrieved 2026-08-10)
- Contract Act, 1872, pp. 1, 21 — https://pakistancode.gov.pk/pdffiles/administrator8332a6df32386960ac7d81a5cf7aade2.pdf (text retrieved 2026-08-06)
- 2025 LHC 2137 — Hafiz Salman Ahmed Vs BISE Sahiwal etc (Mr. Justice Khalid Ishaq) — https://sys.lhc.gov.pk/appjudgments/2025LHC2137.pdf (text retrieved 2026-08-10)
- 2025 LHC 2111 — SHABBIR HUSSAIN VS MUHAMMAD SHABBIR NAVEED (Mr. Justice Ahmad Nadeem Arshad) — https://sys.lhc.gov.pk/appjudgments/2025LHC2111.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm th","2026 LHC 3037 — Muhammad Imran Arif etc Vs Ch. Muhammad Ashr; Contract Act, 1872; 2025 LHC 2137 — Hafiz Salman Ahmed Vs BISE Sahiwal etc (Mr. ; 2025 LHC 2111 — SHABBIR HUSSAIN VS MUHAMMAD SHABBIR NAVEED (","[{""doc_type"": ""statute"", ""title"": ""Contract Act 1872"", ""section"": ""2(h)""}]",an agreement enforceable by law is a contract,,
prod-4o,S-REC-036,S-REC,True,When is consent said to be free under the Contract Act?,False,"Under the Contract Act, 1872, consent is said to be free when it is not caused by coercion, undue influence, fraud, misrepresentation, or mistake, as defined in sections 15 to 18 and subject to the provisions of sections 20 to 22.
Sources:
- Contract Act, 1872, pp. 1, 14, 21 — https://pakistancode.gov.pk/pdffiles/administrator8332a6df32386960ac7d81a5cf7aade2.pdf (text retrieved 2026-08-06)
- 2023 LHC 2316 — Salman Mushtaq Vs Justice of Peace etc (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2023LHC2316.pdf (text retrieved 2026-08-10)
- Specific Relief Act, 1877, p. 24 — https://pakistancode.gov.pk/pdffiles/administratorf257754bbb3c6863d879492bc8cd8f6e.pdf (text retrieved 2026-08-06)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Contract Act, 1872; 2023 LHC 2316 — Salman Mushtaq Vs Justice of Peace etc (Mr. ; Specific Relief Act, 1877","[{""doc_type"": ""statute"", ""title"": ""Contract Act 1872"", ""section"": ""14""}]","consent not caused by coercion, undue influence, fraud, misrepresentation or mistake",,
prod-4o,S-REC-037,S-REC,True,How many days of grace does a promissory note or bill of exchange get at maturity?,False,"A promissory note or bill of exchange which is not expressed to be payable on demand, at sight, or on presentment is at maturity on the third day after the day on which it is expressed to be payable. Therefore, it gets three days of grace at maturity.
Sources:
- Negotiable Instruments Act, 1881, pp. 10, 11, 15 — https://pakistancode.gov.pk/pdffiles/administrator2bbb145adb573172ec68151f4e70dfb5.pdf (text retrieved 2026-08-06)
- 2024 LHC 3895 — MUHAMMAD WASEEM VS MAPLE LEAF CEMENT FACTORY (Mr. Justice Jawad Hassan) — https://sys.lhc.gov.pk/appjudgments/2024LHC3895.pdf (text retrieved 2026-08-10)
- 2024 LHC 5198 — Tanveer Ahmed Vs Imtiaz Anwar (Mr. Justice Muhammad Sajid Mehmood Sethi) — https://sys.lhc.gov.pk/appjudgments/2024LHC5198.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Negotiable Instruments Act, 1881; 2024 LHC 3895 — MUHAMMAD WASEEM VS MAPLE LEAF CEMENT FACTORY; 2024 LHC 5198 — Tanveer Ahmed Vs Imtiaz Anwar (Mr. Justice M","[{""doc_type"": ""statute"", ""title"": ""Negotiable Instruments Act 1881"", ""section"": ""22""}]",maturity is the third day after the day on which it is expressed to be payable — three days of grace,,
prod-4o,S-REC-038,S-REC,True,"What notice is required after pronouncing talaq, and when does the talaq become effective?",False,"Under the Muslim Family Laws Ordinance, 1961, after pronouncing talaq, the husband must deliver a notice to the Chairman of the Union Council. The talaq does not become effective until the expiration of ninety days from the day on which this notice is delivered, unless it is revoked earlier. If the wife is pregnant at the time of pronouncement, the talaq will not be effective until the pregnancy ends or the ninety-day period expires, whichever is later. Additionally, within thirty days of receiving the notice, the Chairman must constitute an Arbitration Council to attempt reconciliation between the parties.
Sources:
- Muslim Family Laws Ordinance, 1961, pp. 1, 5, 6 — https://pakistancode.gov.pk/pdffiles/administratoreecaf3b490e2d43d2e3b50c0c068b5d7.pdf (text retrieved 2026-08-06)
- 2022 LHC 7147 — Liaqat Ali Vs Chief Officer Municipal Committee etc. (Mr. Justice Abid Aziz Sheikh) — https://sys.lhc.gov.pk/appjudgments/2022LHC7147.pdf (text retrieved 2026-08-10)
- 2023 LHC 7735 — Musawar Hussain Vs The State etc. (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2023LHC7735.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Muslim Family Laws Ordinance, 1961; 2022 LHC 7147 — Liaqat Ali Vs Chief Officer Municipal Commit; 2023 LHC 7735 — Musawar Hussain Vs The State etc. (Mr. Justi","[{""doc_type"": ""statute"", ""title"": ""Muslim Family Laws Ordinance 1961"", ""section"": ""7""}]",written notice to the chairman of the union council with a copy to the wife | talaq not effective until the expiry of ninety days from the notice,,
prod-4o,S-REC-039,S-REC,True,What permission is required before a man may contract a second marriage during an existing marriage?,False,"Under the Muslim Family Laws Ordinance, 1961, a man must obtain the previous permission in writing from the Arbitration Council before contracting a second marriage during the subsistence of an existing marriage. Without such permission, the marriage cannot be registered under this Ordinance. The application for permission must be submitted to the Chairman, stating the reasons for the proposed marriage and whether the consent of the existing wife or wives has been obtained. The Arbitration Council, after considering the application, may grant permission if it is satisfied that the proposed marriage is necessary and just.
Sources:
- Muslim Family Laws Ordinance, 1961, pp. 1, 4 — https://pakistancode.gov.pk/pdffiles/administratoreecaf3b490e2d43d2e3b50c0c068b5d7.pdf (text retrieved 2026-08-06)
- Dissolution of Muslim Marriages Act, 1939, p. 1 — https://pakistancode.gov.pk/pdffiles/administratorfb32d6015ae887e6d6b85018961842ea.pdf (text retrieved 2026-08-06)
- The Family Courts Act, 1964, p. 11 — https://pakistancode.gov.pk/pdffiles/administratorf08eaec19066a65a1b82cb4ad49feb4d.pdf (text retrieved 2026-08-06)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Muslim Family Laws Ordinance, 1961; Dissolution of Muslim Marriages Act, 1939; The Family Courts Act, 1964","[{""doc_type"": ""statute"", ""title"": ""Muslim Family Laws Ordinance 1961"", ""section"": ""6""}]",prior permission in writing of the arbitration council,,
prod-4o,S-REC-040,S-REC,True,On what grounds can a Muslim woman seek dissolution of her marriage under the 1939 Act?,False,"Under the Dissolution of Muslim Marriages Act, 1939, a Muslim woman can seek dissolution of her marriage on the following grounds:

1. The whereabouts of the husband have not been known for a period of four years.
2. The husband has neglected or failed to provide for her maintenance for a period of two years.
3. The husband has taken an additional wife in contravention of the provisions of the Muslim Family Laws Ordinance, 1961.
4. The husband has been sentenced to imprisonment for a period of seven years or upwards.
5. The husband has failed to perform, without reasonable cause, his marital obligations for a period of three years.
6. The husband was impotent at the time of the marriage and continues to be so.
7. The husband has been insane for a period of two years or is suffering from leprosy or a virulent venereal disease.
8. Any other ground which is recognized as valid for the dissolution of marriages under Muslim law.
Sources:
- Dissolution of Muslim Marriages Act, 1939, pp. 1, 2, 3 — https://pakistancode.gov.pk/pdffiles/administratorfb32d6015ae887e6d6b85018961842ea.pdf (text retrieved 2026-08-06)
- 2024 LHC 3078 — SYED ASIF HUSSAIN SHAH VS FEDERATION OF PAKISTAN ETC (Mr. Justice Mirza Viqas Rauf) — https://sys.lhc.gov.pk/appjudgments/2024LHC3078.pdf (text retrieved 2026-08-10)
- 2022 LHC 7184 — MUHAMMAD MOHSIN RAZA VS ADJ ETC (Mr. Justice Abid Hussain Chattha) — https://sys.lhc.gov.pk/appjudgments/2022LHC7184.pdf (text retrieved 2026-08-10)

This is research assistance","Dissolution of Muslim Marriages Act, 1939; 2024 LHC 3078 — SYED ASIF HUSSAIN SHAH VS FEDERATION OF PAKI; 2022 LHC 7184 — MUHAMMAD MOHSIN RAZA VS ADJ ETC (Mr. Justice","[{""doc_type"": ""statute"", ""title"": ""Dissolution of Muslim Marriages Act 1939"", ""section"": ""2""}]","husband's whereabouts unknown for four years | failure to provide maintenance for two years | other grounds include imprisonment, impotence, insanity and cruelty",,
prod-4o,S-REC-041,S-REC,True,Is there a legal limit on dowry and bridal gifts in Pakistan?,False,"Yes, there is a legal limit on dowry and bridal gifts in Pakistan under the Dowry and Bridal Gifts (Restriction) Act, 1976. The Act specifies that the aggregate value of the dowry and presents given to the bride by her parents, as well as the bridal gifts or presents given to the bridegroom, shall not exceed five thousand rupees. Additionally, no dowry, bridal gifts, or presents may be given before six months or after one month of the nikah, and if rukhsati takes place some time after nikah, then after one month of such rukhsati.
Sources:
- Dowry and Bridal Gifts (Restriction) Act, 1976, pp. 1, 3 — https://pakistancode.gov.pk/pdffiles/administrator359d2ddc2ad3cb8f4a5bfa3c263e5ba1.pdf (text retrieved 2026-08-07)
- 2024 LHC 2809 — Nimra Sheikh Vs Muhammad Umair Siddique (Mr. Justice Sultan Tanvir Ahmad) — https://sys.lhc.gov.pk/appjudgments/2024LHC2809.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Dowry and Bridal Gifts (Restriction) Act, 1976; 2024 LHC 2809 — Nimra Sheikh Vs Muhammad Umair Siddique (Mr.","[{""doc_type"": ""statute"", ""title"": ""Dowry and Bridal Gifts (Restriction) Act 1976"", ""section"": ""3""}]",the aggregate value of dowry and presents must not exceed the statutory ceiling (five thousand rupees in the Act's text),,
prod-4o,S-REC-042,S-REC,True,What is the punishment for cyber stalking in Pakistan?,False,"The punishment for cyber stalking in Pakistan, under the Prevention of Electronic Crimes Act, 2016, is imprisonment for a term which may extend to three years, or a fine which may extend to one million rupees, or both. If the victim of cyber stalking is a minor, the punishment may extend to five years of imprisonment or a fine which may extend to ten million rupees, or both.
Sources:
- Prevention of Electronic Crimes Act, 2016, p. 24 — https://pakistancode.gov.pk/pdffiles/administrator6a061efe0ed5bd153fa8b79b8eb4cba7.pdf (text retrieved 2026-08-06)
- Code of Criminal Procedure (CrPC), 1898 (Under Review), p. 40 — https://pakistancode.gov.pk/pdffiles/administrator7db1e56f0f1d39a6e67573ec6b0944e2.pdf (text retrieved 2026-08-06)
- 2022 LHC 1786 — Meera Shafi etc Vs FOP etc (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2022LHC1786.pdf (text retrieved 2026-08-10)
- Pakistan Single Window Act, 2021., p. 11 — https://pakistancode.gov.pk/pdffiles/administrator6da33fd5c8a2f7047f0cc629319c28e9.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Prevention of Electronic Crimes Act, 2016; Code of Criminal Procedure (CrPC), 1898 (Under Review); 2022 LHC 1786 — Meera Shafi etc Vs FOP etc (Mr. Justice Tari; Pakistan Single Window Act, 2021.","[{""doc_type"": ""statute"", ""title"": ""Prevention of Electronic Crimes Act 2016"", ""section"": ""24""}]",imprisonment up to three years or fine up to one million rupees or both | enhanced punishment where the victim is a minor,,
prod-4o,S-REC-043,S-REC,True,What does PECA provide about offences against the dignity of a natural person?,False,"The Prevention of Electronic Crimes Act, 2016 (PECA) does not specifically address offences against the dignity of a natural person in the provided context. The context includes general provisions about the Act's application, authority, and preventive measures but does not detail specific offences related to the dignity of a natural person. For comprehensive information, one would need to refer to the full text of the Act.
Sources:
- Prevention of Electronic Crimes Act, 2016, pp. 1, 6, 36 — https://pakistancode.gov.pk/pdffiles/administrator6a061efe0ed5bd153fa8b79b8eb4cba7.pdf (text retrieved 2026-08-06)
- Offences Against Property (Enforcement of Hudood) Ordinance, 1979, p. 1 — https://pakistancode.gov.pk/pdffiles/administratorbb47d2cde643f77bbcc756ecf7570e7c.pdf (text retrieved 2026-08-07)
- Prevention of Trafficking In Persons Act, 2018, p. 1 — https://pakistancode.gov.pk/pdffiles/administrator2daeb72ce7dfc4fe730a2244b617a129.pdf (text retrieved 2026-08-07)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Prevention of Electronic Crimes Act, 2016; Offences Against Property (Enforcement of Hudood) Ordinance,; Prevention of Trafficking In Persons Act, 2018","[{""doc_type"": ""statute"", ""title"": ""Prevention of Electronic Crimes Act 2016"", ""section"": ""20""}]",publicly exhibiting or transmitting false information that harms a person's reputation or privacy | imprisonment up to three years or fine up to one million rupees or both,,
prod-4o,S-REC-044,S-REC,True,When can a court grant specific performance of a contract?,False,"A court in Pakistan can grant specific performance of a contract when the contract is capable of being specifically enforced under the provisions of the Specific Relief Act. Specifically, partial specific performance can be ordered only in cases that strictly fall within sections 14, 15, and 16 of the Act. Contracts that are indivisible and consist of a single transaction not permitting splitting up cannot be specifically enforced. Additionally, even if a contract includes a penalty for breach, this does not impede the specific performance of the agreement if the contract is otherwise proper to be specifically enforced. The court also considers the fairness of the contract, including surrounding circumstances, and may refuse specific performance if it would lead to an unfair advantage or miscarriage of justice. Furthermore, a contract requiring continuous performance for more than three years cannot be specifically enforced.
Sources:
- 2022 LHC 4202 — MIAN ABDUL GHAFFAR VS MST. KISHWAR IQBAL ETC. (Mr. Justice Sultan Tanvir Ahmad) — https://sys.lhc.gov.pk/appjudgments/2022LHC4202.pdf (text retrieved 2026-08-10)
- 2022 LHC 8218 — LT.COL(R) MUHAMAMD ZUBAIR VS MST.SUGHRAN BEGUM ETC (Mr. Justice Mirza Viqas Rauf) — https://sys.lhc.gov.pk/appjudgments/2022LHC8218.pdf (text retrieved 2026-08-10)
- 2023 LHC 4457 — NASIR ABBAS BHATTI Vs Abid Hussain etc (Mr. Justice Raheel Kamran) — https://sys.lhc.gov.pk/appjudgments/2023LHC4457.pdf (text retrieved 2026-08-10)
- 2022 LHC 1405 — MST I",2022 LHC 4202 — MIAN ABDUL GHAFFAR VS MST. KISHWAR IQBAL ETC; 2022 LHC 8218 — LT.COL(R) MUHAMAMD ZUBAIR VS MST.SUGHRAN BEG; 2023 LHC 4457 — NASIR ABBAS BHATTI Vs Abid Hussain etc (Mr. ; 2022 LHC 1405 — MST INAYAT BIBI ETC VS MAQSOOD AHMAD CHOUDHA,"[{""doc_type"": ""statute"", ""title"": ""Specific Relief Act 1877"", ""section"": ""12""}]",discretionary relief | granted where monetary compensation would not afford adequate relief,,
prod-4o,S-INT-045,S-INT,True,"Can bail be cancelled after it has been granted, and on what grounds?",False,"Yes, bail can be cancelled after it has been granted. Under sub-section (5) of section 497 of the Code of Criminal Procedure (Cr.P.C.), the court has the power to revoke bail if any lapse, capriciousness, or arbitrariness comes to its notice. This power is not restricted to any specific class of persons and can be exercised by the court itself even in the absence of an application from any party. The court can cancel bail if it finds that the conditions for granting bail have been violated or if there are new circumstances that justify such cancellation. This principle is supported by cases such as Zafar Ali Shah v. Zakir Hussain and another (2018 YLR Note 124) and Zahir Ahmad Suri v. Wazir Ahmad Chughtai (1969 PCr.LJ 1161).
Sources:
- 2025 LHC 846 — MUHAMMAD RIZWAN VS STATE ETC (Mr. Justice Muhammad Jawad Zafar) — https://sys.lhc.gov.pk/appjudgments/2025LHC846.pdf (text retrieved 2026-08-10)
- Foreigners Act, 1946, p. 9 — https://pakistancode.gov.pk/pdffiles/administrator8922590399098ddfed00a6db56f2f91b.pdf (text retrieved 2026-08-07)
- 2023 LHC 466 — Azeem ud Din Vs Feroz Khan (Mr. Justice Tariq Saleem Sheikh) — https://sys.lhc.gov.pk/appjudgments/2023LHC466.pdf (text retrieved 2026-08-10)
- 2026 LHC 4593 — Tanvir Ahmed Vs The State etc (Mr. Justice Muhammad Tariq Nadeem) — https://sys.lhc.gov.pk/appjudgments/2026LHC4593.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current","2025 LHC 846 — MUHAMMAD RIZWAN VS STATE ETC (Mr. Justice Muh; Foreigners Act, 1946; 2023 LHC 466 — Azeem ud Din Vs Feroz Khan (Mr. Justice Tariq; 2026 LHC 4593 — Tanvir Ahmed Vs The State etc (Mr. Justice M","[{""doc_type"": ""statute"", ""title"": ""Code of Criminal Procedure 1898"", ""section"": ""497(5)""}, {""doc_type"": ""judgment"", ""citation"": ""2022 LHC 1058"", ""optional"": true}]",the court may direct arrest and commitment of a person released on bail | grounds recognised in case law include misuse of the concession and absconding from trial,,
prod-4o,S-INT-046,S-INT,True,Can a wife obtain khula without her husband's consent?,False,"Yes, a wife can obtain khula without her husband's consent. According to the case law referenced in 2026 LHC 4758, a woman can be granted khula by the court even against her husband's will if she satisfies the court that continuing the marriage within the limits prescribed by Allah has become impossible. Khula can be granted without any fault of the husband.
Sources:
- Dissolution of Muslim Marriages Act, 1939, pp. 1, 2, 3 — https://pakistancode.gov.pk/pdffiles/administratorfb32d6015ae887e6d6b85018961842ea.pdf (text retrieved 2026-08-06)
- 2026 LHC 4758 — Arslan . Vs Nisha Shahid etc (Mr. Justice Mohsin Akhtar Kayani) — https://sys.lhc.gov.pk/appjudgments/2026LHC4758.pdf (text retrieved 2026-08-10)
- 2022 LHC 7184 — MUHAMMAD MOHSIN RAZA VS ADJ ETC (Mr. Justice Abid Hussain Chattha) — https://sys.lhc.gov.pk/appjudgments/2022LHC7184.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Dissolution of Muslim Marriages Act, 1939; 2026 LHC 4758 — Arslan . Vs Nisha Shahid etc (Mr. Justice Mo; 2022 LHC 7184 — MUHAMMAD MOHSIN RAZA VS ADJ ETC (Mr. Justice","[{""doc_type"": ""statute"", ""title"": ""Dissolution of Muslim Marriages Act 1939"", ""section"": ""2""}, {""doc_type"": ""statute"", ""title"": ""The Family Courts Act 1964"", ""optional"": true}]",khula can be decreed by the family court without the husband's consent | typically on return of the dower/benefits received,,
prod-4o,S-INT-047,S-INT,True,What are the consequences of contracting a second marriage without the arbitration council's permission?,False,"Under the Muslim Family Laws Ordinance, 1961, if a man contracts a second marriage without the permission of the Arbitration Council, he may face prosecution. If it is proven that he contracted the second marriage without such permission, he can be convicted and punished with simple imprisonment for up to one year and a fine of five hundred thousand rupees. This is detailed in the case of Sonia Sharief vs ADJ, where the petitioner lodged a complaint under section 6 of the Ordinance.
Sources:
- Muslim Family Laws Ordinance, 1961, pp. 1, 2, 4 — https://pakistancode.gov.pk/pdffiles/administratoreecaf3b490e2d43d2e3b50c0c068b5d7.pdf (text retrieved 2026-08-06)
- Dissolution of Muslim Marriages Act, 1939, p. 1 — https://pakistancode.gov.pk/pdffiles/administratorfb32d6015ae887e6d6b85018961842ea.pdf (text retrieved 2026-08-06)
- 2024 LHC 381 — SONIA SHARIEF VS ADJ ETC (Mr. Justice Mirza Viqas Rauf) — https://sys.lhc.gov.pk/appjudgments/2024LHC381.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Muslim Family Laws Ordinance, 1961; Dissolution of Muslim Marriages Act, 1939; 2024 LHC 381 — SONIA SHARIEF VS ADJ ETC (Mr. Justice Mirza V","[{""doc_type"": ""statute"", ""title"": ""Muslim Family Laws Ordinance 1961"", ""section"": ""6""}]",immediate payment of the entire dower becomes due | punishable with imprisonment and fine on conviction,,
prod-4o,S-INT-048,S-INT,True,A buyer has paid the full price but the seller refuses to transfer the property. What remedy does the buyer have?,False,"Under Pakistan law, if a buyer has paid the full price but the seller refuses to transfer the property, the buyer may seek specific performance of the contract. According to the principles outlined in the case of Muhammad Babar Shah Vs Muhammad Nadeem Etc, if the seller fails to perform their part of the agreement, the buyer can request the court to enforce the transfer of property. The buyer must demonstrate readiness, ability, and willingness to perform their obligations under the contract. If the seller continues to refuse, the buyer can file a suit for specific performance to compel the seller to complete the transfer.
Sources:
- Payment Systems and Electronic Fund Transfers Act, 2007, p. 1 — https://pakistancode.gov.pk/pdffiles/administrator9e50d2bf17dfbb768e37f4561c16e859.pdf (text retrieved 2026-08-07)
- Transfer of Property Act, 1882, p. 23 — https://pakistancode.gov.pk/pdffiles/administrator77923ce792b475e339e1f46ba0442da3.pdf (text retrieved 2026-08-06)
- 2022 LHC 498 — Khairat Ali Vs Saqib Ashfaq etc (Mr. Justice Faisal Zaman Khan) — https://sys.lhc.gov.pk/appjudgments/2022LHC498.pdf (text retrieved 2026-08-10)
- 2025 LHC 4382 — Muhammad Babar Shah Vs Muhammad Nadeem Etc (Mr. Justice Muhammad Sajid Mehmood Sethi) — https://sys.lhc.gov.pk/appjudgments/2025LHC4382.pdf (text retrieved 2026-08-10)

This is research assistance, not legal advice. Statutes are amended — open the official text above and confirm the current wording before relying on it.","Payment Systems and Electronic Fund Transfers Act, 2007; Transfer of Property Act, 1882; 2022 LHC 498 — Khairat Ali Vs Saqib Ashfaq etc (Mr. Justice ; 2025 LHC 4382 — Muhammad Babar Shah Vs Muhammad Nadeem Etc (","[{""doc_type"": ""statute"", ""title"": ""Specific Relief Act 1877"", ""section"": ""12""}]",suit for specific performance of the contract | courts treat compensation as inadequate for immovable property,,
